date,year,venue,venue_eng,event,event_eng,country,genre,genre_eng,artform,artform_eng,performers,performers_eng,conductor,conductor_eng,crew,crew_eng
6/25/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Festival Strings Lucerne,Helsinki Summer Weeks | Festival Strings Lucerne,CHE,musiikki,music,klassinen,classic,cembalo Kati Hämäläinen,harpsichord Kati Hämäläinen,"Rudolf Baumgartner, johtaja ","Rudolf Baumgartner, director ",,
6/29/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Eliso Virsaladze,Helsinki Summer Weeks | Eliso Virsaladze,GEO,musiikki,music,klassinen,classic,piano Eliso Virsaladze,piano Eliso Virsaladze,,,,
7/2/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Olli Porthan,Helsinki Summer Weeks | It was Porthan,FIN,musiikki,music,klassinen,classic,urut Olli Porthan,organ Olli Porthan,,,,
7/5/1981,1981,Vanha ylioppilastalo,The old student house,Kesäklubi,Summer club,FIN,musiikki,music,"jazz, rock, punk, folk, world, country","jazz, rock, punk, folk, world, country","Edward Vesala Ensemble, Stanko, Workman, Vesala-trio, Eddy Raven & Country Express, Nono Söderberg Group, Dimension, Pharao Sanders Quartet, Pink Champagne, Päät, Broadcast, Fre's Round Bar, Kevin Hewick, The Durutti Column, Duo Dave Lindholm & Antero Jakoila, A Certain Ratio, Trio Z.A. Kahn - S. Kahn - I.H. Kahn, Piirpauke, ANA, Johnny Dyani Quartet","Edward Vesala Ensemble, Stanko, Workman, Vesala-trio, Eddy Raven & Country Express, Nono Söderberg Group, Dimension, Pharao Sanders Quartet, Pink Champagne, Päät, Broadcast, Fre's Round Bar, Kevin Hewick, The Durutti Column, Duo Dave Lindholm & Antero Jakoila, A Certain Ratio, Trio Z.A. Kahn - S. Kahn - I.H. Kahn, Piirpauke, ANA, Johnny Dyani Quartet",,,,
7/5/1981,1981,Kaivopuisto,Kaivopuisto,"Puistokonsertit | Edward Vesala Ensemble, Jerry Dodgion Jazz Group, Jimbo","Park concerts | Edward Vesala Ensemble, Jerry Dodgion Jazz Group, Jimbo",FIN,musiikki,music,jazz,jazz,,,,,,
7/7/1981,1981,Helsingin keskusvankila,Helsinki Central Prison,Duo Harri Saksala & Anssi Tikanmäki,Duo Harri Saksala & Anssi Tikanmäki,FIN,musiikki,music,klassinen,classic,,,,,,
7/7/1981,1981,Ritarihuone,Knight's room,Helsingin Kesäviikot | Tuija Hakkila & Anssi Karttunen,Helsinki Summer Weeks | Tuija Hakkila & Anssi Karttunen,FIN,musiikki,music,klassinen,classic,"piano Tuija Hakkila
sello Anssi Karttunen","piano Tuija Hakkila
cello Anssi Karttunen",,,,
7/9/1981,1981,Ritarihuone,Knight's room,Helsingin Kesäviikot | Jukka Savijoki,Helsinki Summer Weeks | Jukka Savijoki,FIN,musiikki,music,klassinen,classic,kitara Jukka Savijoki,guitar Jukka Savijoki,,,,
7/14/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Risto Lauriala,Helsinki Summer Weeks | Risto Lauriala,FIN,musiikki,music,klassinen,classic,piano Risto Lauriala,piano Risto Lauriala,,,,
7/16/1981,1981,Ritarihuone,Knight's room,Helsingin Kesäviikot | Kaija Saarikettu & Risto Kyrö,Helsinki Summer Weeks | Kaija Saarikettu & Risto Kyrö,FIN,musiikki,music,klassinen,classic,"viulu Kaija Saarikettu
piano Risto Kyrö","violin Kaija Saarikettu
piano Risto Kyrö",,,,
7/19/1981,1981,Kaivopuisto,Kaivopuisto,"Puistokonsertit | J. Karjalainen & Mustat lasit, Duo Wade Hampton, Millar & Roger Bellow, Pink Champagne, The Blues Band","Park concerts | J. Karjalainen & Mustat lasit, Duo Wade Hampton, Millar & Roger Bellow, Pink Champagne, The Blues Band",USA,musiikki,music,"folk, blues, punk","folk, blues, punk",,,,,,
7/21/1981,1981,Ritarihuone,Knight's room,Helsingin Kesäviikot | Via Nova Quartet,Helsinki Summer Weeks | Via Nova Quartet,FRA,musiikki,music,klassinen,classic,,,,,,
7/23/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Raimundas Katilius & Larissa Lobkova,Helsinki Summer Weeks | Raimundas Katilius & Larissa Lobkova,LTU,musiikki,music,klassinen,classic,"viulu Raimundas Katilius
piano Larissa Lobkova","violin Raimundas Katilius
piano Larissa Lobkova",,,,
7/26/1981,1981,Kaivopuisto,Kaivopuisto,"Puistokonsertit | A Certain Ratio, The Durutti Column, Kevin Hewick","Park concerts | A Certain Ratio, The Durutti Column, Kevin Hewick",GBR,musiikki,music,rock,rock,,,,,,
7/26/1981,1981,Helsingin lääninvankila,Helsinki County Prison,Trio Edward Vesala - Tomasz Stanko - Reggie Workman,Trio Edward Vesala - Tomasz Stanko - Reggie Workman,FIN,musiikki,music,jazz,jazz,,,,,,
7/28/1981,1981,Ritarihuone,Knight's room,"Helsingin Kesäviikot | Karita Mattila, Petteri Salomaa & Ilkka Paananen","Helsinki Summer Weeks | Karita Mattila, Petteri Salomaa & Ilkka Paananen",FIN,musiikki,music,klassinen,classic,"sopraano Karita Mattila
basso Petteri Salomaa
piano Ilkka Paananen","soprano Karita Mattila
bass Petteri Salomaa
piano Ilkka Paananen",,,,
7/30/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Kurt Nikkanen & Anne Kauppi,Helsinki Summer Weeks | Kurt Nikkanen & Anne Kauppi,FIN,musiikki,music,klassinen,classic,"viulu Kurt Nikkanen
piano Anne Kauppi","violin Kurt Nikkanen
piano Anne Kauppi",,,,
7/30/1981,1981,Helsingin kaupungintalo,Helsinki City Hall,Laila Pullinen - Ryijyt,Laila Pullinen - Ryijyt,FIN,kuvataide,visual arts,,,,,,,,
8/2/1981,1981,Kaivopuisto,Kaivopuisto,"Puistokonsertit | Trio Z.A. Khan - S.Kahn - I.H. Khan, Johnny Dyani Quartet, Piirpauke","Puisto Concerts | Trio Z.A. Khan - S.Kahn - I.H. Khan, Johnny Dyani Quartet, Pierpauke",IND,musiikki,music,"world, folk, kansanmusiikki, jazz","world, folk, folk music, jazz",,,,,,
8/3/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Stephen Kates & Robert Levin,Helsinki Summer Weeks | Stephen Kates & Robert Levin,USA,musiikki,music,klassinen,classic,"sello Stephen Kates
piano Robert Levin","cello Stephen Kates
piano by Robert Levin",,,,
8/6/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Hans-Martin Linde & Konrad Ragossnig,Helsinki Summer Weeks | Hans-Martin Linde & Konrad Ragossnig,GER,musiikki,music,klassinen,classic,"huilu Hans-Martin Linde
kitara Konrad Ragossnig","flute Hans-Martin Linde
guitar Konrad Ragossnig",,,,
8/11/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Anne Kauppi,Helsinki Summer Weeks | Anne Kauppi,FIN,musiikki,music,klassinen,classic,piano Anne Kauppi,piano Anne Kauppi,,,,
8/13/1981,1981,Temppeliaukion kirkko,Temple square church,Helsingin Kesäviikot | Chor Akademicki Politechniki Szczecinskiej,Helsingin Kesäviikot | Academic Choir of the Szczecin University of Technology,POL,musiikki,music,klassinen,classic,,,,,,
8/20/1981,1981,Helsingin kaupungin taidemuseo,Helsinki City Art Museum,Victor Pasmore; Timo Vesara & Yrjö Wiherheimo,Victor Pasmore; Timo Vesara & Yrjö Wiherheimo,GBR,kuvataide,visual arts,,,,,,,,
8/21/1981,1981,Kluuvin Galleria,Kluuvin Gallery,Antonio Gaudi 1852-1926 - Arkkitehtuurin katalonialainen mestari,Antonio Gaudi 1852-1926 - Catalan master of architecture,ESP,arkkitehtuuri,architecture,,,,,,,,
8/21/1981,1981,Jugendsali,Jugendsal,Seppo Saves - valokuvia 1957-1981,Seppo Saves - photos 1957-1981,FIN,kuvataide,visual arts,valokuva,photo,,,,,,
8/21/1981,1981,Helsingin tuomiokirkon krypta,The crypt of Helsinki Cathedral,Viimeiset lepopaikkamme - Hautamuistomerkit ja hautausmaat,Our Last Resting Places - Grave Memorials and Cemeteries,,kuvataide,visual arts,,,,,,,,
8/25/1981,1981,Helsingin Taidehalli,Helsinki Art Gallery,Kain Tapper - veistoksia,Kain Tapper - sculptures,FIN,kuvataide,visual arts,,,,,,,,
8/26/1981,1981,Kino Joukola,Cinema Joukola,Jacques Prévert - runoilija elokuvantekijänä,Jacques Prévert - poet as filmmaker,FRA,elokuva,movie,,,,,,,,
8/26/1981,1981,Kino Joukola,Cinema Joukola,Rock-elokuvan klassikkoja,Rock movie classics,,elokuva,movie,,,,,,,,
8/27/1981,1981,Esplanadin puisto,Esplanade Park,Helsingin Juhlaviikkojen avajaiset,The opening of the Helsinki Festival Weeks,FIN,kaupunkitapahtuma,city ​​event,,,"Conjunto Baron solistinaan Harri Saksala, sambakulkue","Conjunto Baro as soloist Harri Saksala, samba procession",,,,
8/27/1981,1981,Finlandia-talo,Finlandia House,Jazzmaraton,Jazzmaraton,FIN,musiikki,music,jazz,jazz,"Seppo ""Paroni"" Paakkunainen & UMO
Aladar Pege Quartet
Pekka & Heikki Sarmanto Duo
Anthony Braxton Ensemble
Duo Steve Lacy & Mal Waldron
Alan Skidmore / Eje Thelin Quintet
Edward Vesala sooloperkussio
Kalevi Hänninen Uptown Swingers","Seppo ""Baron"" Paakkunainen & UMO
Aladar Pege Quartet
Pekka & Heikki Sarmanto Duo
Anthony Braxton Ensemble
Duo Steve Lacy & Mal Waldron
Alan Skidmore / Eje Thelin Quintet
Edward Vesala solo percussion
Kalevi Hänninen Uptown Swingers",,,,
8/27/1981,1981,Kino Joukola,Cinema Joukola,Kaksi unkarilaista ohjaajaa - Fejos ja Janzsó,Two Hungarian directors - Fejos and Janzsó,HUN,elokuva,movie,,,,,,,,
8/27/1981,1981,Suomen kansallisooppera,Finnish National Opera,Peter Maxwell Davies: The Lighthouse - A Chamber Opera,Peter Maxwell Davies: The Lighthouse - A Chamber Opera,GBR,musiikki,music,"klassinen, ooppera","classical, opera","tenori Niel Mackie, baritoni Michael Rippon, basso David Wilson-Johnson
kamariorkesteri The Fires of London","tenor Niel Mackie, baritone Michael Rippon, bass David Wilson-Johnson
chamber orchestra The Fires of London","John Carewe, johtaja","John Carewe, Manager",,
8/27/1981,1981,Esplanadin puisto,Esplanade Park,Taidekäsityötapahtuma,Arts and crafts event,,kuvataide,visual arts,käsityö,handicraft,,,,,,
8/27/1981,1981,Pohjoisesplanadi,North Esplanade,Valokuvia - Kevät 1981,Photos - Spring 1981,,kuvataide,visual arts,valokuva,photo,,,,,,
8/28/1981,1981,Finlandia-talo,Finlandia House,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,sello Yo-yo Ma,cello Yo-yo Ma,"Okko Kamu, johtaja ","Okko Kamu, director ",,
8/29/1981,1981,Sibelius-akatemia,Sibelius Academy,Mikael Helasvuo & Kati Hämäläinen,Mikael Helasvuo & Kati Hämäläinen,FIN,musiikki,music,klassinen,classic,,,,,,
8/29/1981,1981,Finlandia-talo,Finlandia House,Mikhail Pletnev,Mikhail Pletnev,RUS,musiikki,music,klassinen,classic,,,,,,
8/30/1981,1981,Sibelius-akatemia,Sibelius Academy,Duo Emanuel Ax & Yo-yo Ma,Duo Emanuel Ax & Yo-yo Ma,USA,musiikki,music,klassinen,classic,,,,,,
8/30/1981,1981,Finlandia-talo,Finlandia House,Jevgeni Nesterenko & Jevgeni Shenderovitsh,Yevgeni Nesterenko & Yevgeni Shenderovitsh,RUS,musiikki,music,klassinen,classic,,,,,,
8/30/1981,1981,Kulttuuritalo,Culture House,Murray Louis Dance Company,Murray Louis Dance Company,USA,tanssi,dance,,,,,,,,
8/30/1981,1981,Esplanadin lava,Esplanade stage,Suuri leijanlennätystapahtuma,Big kite flying event,,kaupunkitapahtuma,city ​​event,,,,,,,,
8/31/1981,1981,Vanha ylioppilastalo,The old student house,Dudu Pukwana & ZILA,Dudu Booklet & PATH,ZAF,musiikki,music,jazz,jazz,,,,,,
8/31/1981,1981,Sibelius-akatemia,Sibelius Academy,Voces Intimae Quartet,Intimate Voices Quartet,FIN,musiikki,music,klassinen,classic,,,,,,
9/1/1981,1981,Finlandia-talo,Finlandia House,Maratonkonsertti: Béla Bartók,Marathon concert: Béla Bartók,FIN,musiikki,music,klassinen,classic,"piano Imre Rohmann
Helsingin kaupunginorkesteri
Radion sinfoniaorkesteri
Eder Quartet","piano Imre Rohmann
Helsinki City Orchestra
Radio Symphony Orchestra
Eder Quartet","Ivan Fischer ja Leif Segerstam, johtajat
","Ivan Fischer and Leif Segerstam, directors
",,
9/2/1981,1981,Linnanmäki,Linnanmäki,Compagnia di Teatro Dimitri: Il Drago Mangiafrole,Dimitri Theater Company: The Frole-Eating Dragon,ITA,teatteri,theater,,,,,,,,
9/2/1981,1981,Sibelius-akatemia,Sibelius Academy,Eder-kvartetti,The Eder Quartet,HUN,musiikki,music,klassinen,classic,,,,,,
9/2/1981,1981,Vanha ylioppilastalo,The old student house,Laulujen Helsinki - Harri Saksala yhtyeineen,Laulujen Helsinki - Harri Saksala with Ensembles,FIN,musiikki,music,"pop, jazz","pop, jazz",,,,,,
9/3/1981,1981,Kulttuuritalo,Culture House,New Order & Section 25,New Order & Section 25,GBR,musiikki,music,rock,rock,,,,,,
9/3/1981,1981,Helsingin tuomiokirkko,Helsinki Cathedral,Poznanin poikakuoro,Poznan Boys' Choir,POL,musiikki,music,klassinen,classic,Cantores Minoresin järjestämä konsertti,Concert organized by Cantores Minores,,,,
9/3/1981,1981,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN,musiikki,music,klassinen,classic,"sopraano Birgit Nilsson
basso Matti Salminen","soprano Birgit Nilsson
bass Matti Salminen","Leif Segerstam, johtaja ","Leif Segerstam, director ",,
9/3/1981,1981,Ritarihuone,Knight's room,Unkarilaista rakkauslyriikkaa: Eeva-Kaarina Volanen & Alustus unkarilaisesta runoudesta,Hungarian love lyrics: Eeva-Kaarina Volanen & Introduction to Hungarian poetry,FIN,runous,poetry,,,,,,,,
9/4/1981,1981,Sibelius-akatemia,Sibelius Academy,Andre-Michel Schub,Andre Michel Schub,FRA,musiikki,music,klassinen,classic,piano Andre-Michel Schub,piano Andre-Michel Schub,,,,
9/4/1981,1981,Temppeliaukion kirkko,Temple square church,Shostakovitsh-kvartetti,Shostakovich Quartet,RUS,musiikki,music,klassinen,classic,,,,,,
9/4/1981,1981,Seurasaari,Seurasaari,Sibelius-akatemian kamariorkesterin ilmaiskonsertti,A free concert by the Sibelius Academy Chamber Orchestra,FIN,musiikki,music,klassinen,classic,,,,,,
9/5/1981,1981,Linnanmäki,Linnanmäki,Compagnia di Teatro Dimitri - pantomiimia,Dimitri Theater Company - pantomime,ITA,teatteri,theater,pantomiimi,pantomime,,,,,,
9/5/1981,1981,Finlandia-talo,Finlandia House,Concertgebouw Orchestra Amsterdam,Concertgebouw Orchestra Amsterdam,NLD,musiikki,music,klassinen,classic,,,"Bernard Haitink, johtaja ","Bernard Haitink, director ",,
9/5/1981,1981,Helsingin työväentalo,Helsinki Labor House,Vammaisten vuoden tapahtuma,The event of the year of the disabled,FIN,musiikki,music,klassinen,classic,Sibelius-akatemian kamariorkesteri,Sibelius Academy Chamber Orchestra,"Jorma Panula, johtaja ","Jorma Panula, director ",,
9/7/1981,1981,Finlandia-talo,Finlandia House,Katia Ricciarelli & Ronald Schneider,Katia Ricciarelli & Ronald Schneider,ITA,musiikki,music,klassinen,classic,"sopraano Katia Ricciarelli
piano Ronald Schneider","soprano Katia Ricciarelli
piano Ronald Schneider",,,,
9/7/1981,1981,Sibelius-akatemia,Sibelius Academy,Seppo Kimanen & Juhani Lagerspetz,Seppo Kimanen & Juhani Lagerspetz,FIN,musiikki,music,klassinen,classic,"sello Seppo Kimanen
piano Juhani Lagerspetz","cello Seppo Kimanen
piano Juhani Lagerspetz",,,,
9/8/1981,1981,Finlandia-talo,Finlandia House,Helsingin kaupunginorkesteri,Helsinki City Orchestra,FIN,musiikki,music,klassinen,classic,"sopraano Marianne Häggander
altto Sylvia Lindenstrand
Helsingin katedraalikuoro","soprano Marianne Häggander
alto Sylvia Lindenstrand
Helsinki Cathedral Choir","Jorma Panula, johtaja 
","Jorma Panula, director 
",,
9/8/1981,1981,Vanha ylioppilastalo,The old student house,Toni Edelmannin Carneval,Toni Edelmann in Carneval,FIN,musiikki,music,,,,,,,,
9/9/1981,1981,Temppeliaukion kirkko,Temple square church,Philip Jones Quintet,Philip Jones Quintet,GBR,musiikki,music,klassinen,classic,,,,,,
9/9/1981,1981,Sibelius-akatemia,Sibelius Academy,Päivi Heikinheimo & Ralf Gothóni,Päivi Heikinheimo & Ralf Gothóni,FIN,musiikki,music,klassinen,classic,"mezzosopraano Päivi Heikinheimo
piano Ralf Gothóni","mezzo-soprano Päivi Heikinheimo
piano Ralf Gothóni",,,,
9/10/1981,1981,Sibelius-akatemia,Sibelius Academy,Arto Noras & Bruno Rigutto,Arto Noras & Bruno Rigutto,FIN,musiikki,music,klassinen,classic,"sello Arto Noras
piano Bruno Rigutto","cello Arto Noras
piano Bruno Rigutto",,,,
9/10/1981,1981,Finlandia-talo,Finlandia House,Radion sinfoniaorkesteri,Radio Symphony Orchestra,FIN ,musiikki,music,klassinen,classic,viulu Salvatore Accardo,violin Salvatore Accardo,"Walter Weller, johtaja ","Walter Weller, Director ",,
9/10/1981,1981,Ritarihuone,Knight's room,Unkarilaisen runon ilta,An evening of Hungarian poetry,FIN,runous,poetry,,,"Marketta Airo, Jarmo Heikkinen, Vesa Mäkinen","Marketta Airo, Jarmo Heikkinen, Vesa Mäkinen",,,,
9/11/1981,1981,Sibelius-akatemia,Sibelius Academy,Didier Lockwood Quartet,Didier Lockwood Quartet,FRA,musiikki,music,jazz,jazz,,,,,,
9/11/1981,1981,Temppeliaukion kirkko,Temple square church,Salvatore Accardo,Salvatore Accardo,ITA,musiikki,music,klassinen,classic,"viulu Salvatore Accardo
piano Bruno Canino","violin Salvatore Accardo
piano Bruno Canino",,,,
9/12/1981,1981,Esplanadin lava,Esplanade stage,Didier Lockwood Quartet,Didier Lockwood Quartet,FRA,musiikki,music,jazz,jazz,,,,,,
9/12/1981,1981,Finlandia-talo,Finlandia House,Philip Jones Brass Ensemble,Philip Jones Brass Ensemble,GBR,musiikki,music,klassinen,classic,,,,,,
10/16/1981,1981,Finlandia-talo,Finlandia House,Wienin filharmonikot,Vienna Philharmonic,AUT,musiikki,music,klassinen,classic,,,,,,
11/13/1981,1981,Temppeliaukion kirkko,Temple square church,Lasten Juhlaviikot | Avajaiskonsertti - Länsi-Helsingin musiikkikoulu,Children's Party Weeks | Opening concert - West Helsinki Music School,FIN,"musiikki, lapset","music, children",klassinen,classic,"Länsi-Helsingin musiikkikoulun 5-14-vuotiaat kamarimuusikot, jousiorkesteri","5-14-year-old chamber musicians of Länsi-Helsinki music school, string orchestra","Riitta Poutanen, johtja","Riitta Poutanen, manager",,
11/13/1981,1981,Galleria Bronda,Gallery Bronda,Lasten Juhlaviikot | Jäniksenpoika-näyttely,Children's Party Weeks | Hare Boy exhibition,,"kuvataide, lapset","visual arts, children",,,,,,,,
11/13/1981,1981,Helsingin kaupungin kulttuuriasiainkeskus,Cultural Affairs Center of the City of Helsinki,Miten piirrosfilmi syntyy ,How a cartoon is created ,,,,,,,,,,,
11/14/1981,1981,Sibelius-akatemia,Sibelius Academy,Lasten Juhlaviikot | Kaksi musikanttia,Children's Party Weeks | Two musicians,FIN,"musiikki, lapset","music, children",ooppera,opera,Sibelius-akatemian oopperastudio,Opera studio of the Sibelius Academy,,,,
11/14/1981,1981,Pohjois-Helsingin yläaste,Pohjois Helsinki upper secondary school,Lasten Juhlaviikot | Suomen lasten teatteri: Eläinkabaree - Onnellinen loppu,Children's Party Weeks | Finnish Children's Theatre: Animal Cabaret - Happy ending,FIN,"teatteri, lapset","theater, children",,,"Robin Relander, Jaana Oulasvirta, Pekka Käkkäräinen, Heikki Luukas","Robin Relander, Jaana Oulasvirta, Pekka Käkkäräinen, Heikki Luukas",,,,
11/14/1981,1981,Helsingin suomalainen yhteiskoulu,Finnish co-educational school in Helsinki,Lasten Juhlaviikot | Tanssiteatteri Raatikko: Varvastanssi,Children's Party Weeks | Dance Theater Raatikko: Toe dance,FIN,"tanssi, lapset","dance, children",,,"musiikkikooste Ilkka Volanen ja Marja Korhola
esiintyjät Marja Leino ja Marja Korhola","music compilation Ilkka Volanen and Marja Korhola
performers Marja Leino and Marja Korhola",,,"Marja Korhola, käsikirjoitus ja koreografia","Marja Korhola, script and choreography"
11/15/1981,1981,Helsingin luterilaiset seurakunnat,Helsinki's Lutheran congregations,Lasten Juhlaviikot | Perhekirkko,Children's Party Weeks | Family church,,lapset,issue,,,,,,,,
11/16/1981,1981,Finlandia-talo,Finlandia House,Lasten Juhlaviikot | Musiikillia eläinkuvia - Radion sinfoniaorkesterin konsertti,Children's Party Weeks | Musical animal pictures - Concert of the Radio Symphony Orchestra,FIN,"musiikki, lapset","music, children",klassinen,classic,"Leena Kosola, Annukka Mäenpää","Leena Kosola, Annukka Mäenpää","Leif Segerstam, johtaja ","Leif Segerstam, director ",,
11/19/1981,1981,Temppeliaukion kirkko,Temple square church,Lasten Juhlaviikot | Helsingin Juniorjouset - Lasten Bartok-konsertti,Children's Party Weeks | Helsinki Junior springs - Children's Bartok concert,FIN,"musiikki, lapset","music, children",klassinen,classic,,,"Geza Szilvay, johtaja","Geza Szilvay, director",,
11/21/1981,1981,Töölön kisahalli,Töölö race hall,Lasten Juhlaviikot | Lasten liikuntaralli,Children's Party Weeks | Children's sports rally,,lapset,issue,,,,,,,,
